ID;A_LECTIVO;CURSO_SIGLA;CODIGO;NOME;PERIODO;ESTADO;RESULTADO;ESTADO_RESULTADO;ANO_CURRICULAR
10;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
123;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
187;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
187;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
124;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
188;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
189;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;12;V;1
189;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
126;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
11;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
12;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
13;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
127;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
14;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
15;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
128;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
190;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
191;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
129;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
16;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
17;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
17;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
136;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
18;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
18;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
138;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
192;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
192;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
139;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
20;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
142;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
21;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
143;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
143;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
22;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
146;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
147;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
23;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
193;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
24;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
25;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
26;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
27;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
155;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
156;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
156;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
28;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
159;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
159;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
29;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
164;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
194;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
32;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
33;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
195;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;N;1
195;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
171;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
34;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
35;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
36;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
172;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
173;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;N;1
173;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
174;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
37;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
38;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
39;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
40;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
41;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
42;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
43;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
44;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
44;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
45;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
45;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
46;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
47;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
48;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;13;V;1
49;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
50;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
51;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;13;V;1
52;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
52;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
53;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
54;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
55;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
55;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
56;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
57;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
58;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;N;1
58;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
59;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
60;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
61;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;14;V;1
62;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;12;V;1
63;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
64;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
65;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
66;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
67;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;12;V;1
67;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
68;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
69;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
69;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
70;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;11;V;1
71;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
72;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;12;V;1
73;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
74;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
74;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
75;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
76;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
77;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
78;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
78;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
79;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
80;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
81;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
82;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
83;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
84;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
85;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
86;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
87;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
87;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
88;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
89;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
90;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
91;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
92;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
93;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
94;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
95;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
96;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
97;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
98;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
99;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
100;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
101;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
102;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
103;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
103;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
104;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
105;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
105;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
106;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
107;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;15;V;1
108;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;10;V;1
108;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
108;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
109;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
110;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
110;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;R;N;1
111;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
112;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;EX;N;1
113;2008;MI:ERS;CC113;Introdução aos Computadores;1S;V;F;N;1
115;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
6;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
116;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
7;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
8;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
186;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
196;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;10;V;1
196;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;F;N;1
118;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
119;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;10;V;1
119;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
120;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
121;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
10;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
123;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
188;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
125;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
11;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
12;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
13;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
127;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
15;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
128;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
129;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
131;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
132;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
133;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;16;V;1
16;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
17;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
197;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
198;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
2;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
135;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;11;V;1
136;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;11;V;1
18;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;F;N;1
137;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
138;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
139;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
140;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
19;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
20;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
199;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
21;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
22;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
200;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
146;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
147;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;16;V;1
148;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
23;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
24;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
25;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
26;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
27;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
201;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
202;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
151;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;14;V;1
152;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
155;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
203;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;10;V;1
156;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
157;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
28;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
158;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;12;V;1
159;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
160;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
161;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
29;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
30;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
164;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
204;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;F;N;1
166;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
205;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
32;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
33;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
167;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
168;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
195;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
169;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;F;N;1
170;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
34;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
35;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
36;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
172;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
37;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
38;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
39;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;13;V;1
175;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
40;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
41;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
42;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;F;N;1
43;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
44;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
45;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
46;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
47;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
48;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;13;V;1
49;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
50;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
51;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
52;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
53;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
54;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
55;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
56;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
57;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
58;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
59;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
60;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;F;N;1
61;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;13;V;1
61;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
62;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;16;V;1
63;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
64;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
65;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
66;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
67;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
68;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
69;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
70;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
71;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;11;V;1
71;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
72;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
73;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
74;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
75;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
76;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
77;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;11;V;1
77;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
78;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;F;N;1
78;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
79;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
80;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
81;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
82;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
83;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
84;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
85;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;F;N;1
85;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
86;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
87;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
88;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
89;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
90;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;F;N;1
91;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
92;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
93;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
94;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
95;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
96;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
97;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
98;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
99;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
100;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
101;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
102;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
103;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
104;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
105;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
106;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
107;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;14;V;1
108;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;11;V;1
108;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;F;N;1
108;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;R;N;1
109;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
110;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
111;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
112;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
176;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
177;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
178;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
179;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
180;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
181;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
182;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
183;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
184;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
185;2008;MI:ERS;CC114;Estruturas de Dados;2S;V;EX;N;1
115;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
115;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
6;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
6;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
116;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
7;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
117;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;11;V;1
117;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
8;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;10;V;1
8;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
118;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
118;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
119;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;12;V;1
119;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
120;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
121;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
121;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
123;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
206;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;11;V;1
188;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;10;V;1
188;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
125;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
125;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
126;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
11;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
12;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
13;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;10;V;1
13;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
207;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;13;V;1
14;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;12;V;1
128;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;R;N;1
129;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;10;V;1
131;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;F;N;1
132;2008;MI:ERS;CC115;Estruturas Discretas;1S;V;10;V;1
